time,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9
0.04500000000000003,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.046000000000000034,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.047000000000000035,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.048000000000000036,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.04900000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05000000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05100000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05200000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05300000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05400000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05500000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.05600000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.057000000000000044,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.058000000000000045,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.059000000000000045,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.060000000000000046,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06100000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06200000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06300000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06400000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06500000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06600000000000004,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06700000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06800000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.06900000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07000000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07100000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07200000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07300000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07400000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07500000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07600000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07700000000000005,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07800000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.07900000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.08000000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.08100000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.08200000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
0.08300000000000006,0.0,0.0,0.152,-0.36,0.208,0.0,0.0,0.152,-0.36,0.208
